unique_id,s3_bucket,s3_key,s3_version
492b50a2-ab87-4125-8a31-6a7c19e2cd0c,project1-08-singap-s3,pictures/7493fdfd-b4c8-4a58-a74c-255229bb6a89.jpg,
4e89ac8b-78c2-4808-a10c-910104be9559,project1-08-singap-s3,pictures/25153bbf-4393-4385-8d12-b9330a791ba5.jpg,
e77a8ad0-6ab9-4543-bc72-d362f2adb496,project1-08-singap-s3,pictures/cac32181-741c-4a03-961c-df25c098dd14.jpg,
d86ebbc9-36cf-44c7-951e-de75f766782c,project1-08-singap-s3,pictures/5bf5f358-d820-410b-a4bb-4d98dcfcdd51.jpg,
fa19fceb-61be-4547-9636-d0bb9e93952f,project1-08-singap-s3,pictures/7eccfba7-305d-41b4-a292-19d0dc6887b6.heic,
45e77763-fc2d-405e-9709-180ed3b843b1,project1-08-singap-s3,pictures/df586d02-7fa7-42c1-9405-ce56601f6178.jpg,
75f2f126-2cc5-46d9-8b3b-26b5ff118c49,project1-08-singap-s3,pictures/73232766-f56e-42a9-9487-2961b24f38a4.heic,
514b9545-4344-474e-8930-3286e6997860,project1-08-singap-s3,pictures/b4f662b9-a27c-49c5-8a9c-f2f647990914.jpg,
c1da6622-428f-4778-9cb1-9214c5a29cb4,project1-08-singap-s3,pictures/4c6cad9f-940b-41bd-ac03-1709ab025937.jpg,
a783d762-826d-4e4f-b8e2-d3c054c6b667,project1-08-singap-s3,pictures/2beae052-a29e-426a-95fd-d58593a83567.jpg,
6523efa5-4654-4cfb-9b6f-d2c2fb9cba7c,project1-08-singap-s3,pictures/29bf3211-d882-4a8d-b4df-99d2b5111977.jpg,
9b0aac36-a084-49af-8b3a-54291118ebf8,project1-08-singap-s3,pictures/95c1ff85-4410-4290-881d-7592cff62c05.jpg,
c937e979-fe3d-4c99-8170-e1a3019d280b,project1-08-singap-s3,pictures/2ad0ea9a-923d-46fd-a384-52b169c6af48.heic,
4fef6d97-f373-44af-845c-88344ac99ece,project1-08-singap-s3,pictures/7cc3e78f-2d4f-410e-8a2d-22e7e089bd2b.jpg,
e82073cf-1fb4-4337-b254-c2c4488bcfbe,project1-08-singap-s3,pictures/d29b2ba8-6ec3-4987-ad94-bee561140615.heic,
f9728f13-c695-4db8-a890-12c0731f3383,project1-08-singap-s3,pictures/9fbfc8c8-bdc8-4005-963b-25140a01ae76.jpg,
5a0d3e79-9238-42c0-9f69-d60985786b72,project1-08-singap-s3,pictures/ffd9dfdc-450e-4999-b731-a2994e652539.jpg,
4359220f-9bdd-4279-9f88-e825c55539e7,project1-08-singap-s3,pictures/2b66d8a8-58b2-4c95-a937-a990323b2cfa.jpg,
5561ed38-9461-406f-810d-07fef2150c69,project1-08-singap-s3,pictures/c7ddb823-f1c1-4b50-881b-2bd8626ebbc4.jpg,
4fbc7bad-1b06-407b-9c8e-c2aaa621bb75,project1-08-singap-s3,pictures/08456144-b9dc-4e60-803c-d3b252979a0d.jpg,
e789bc9b-31ca-4921-8cb5-a04fa1d1bafb,project1-08-singap-s3,pictures/de57bf48-99b9-4449-a675-51cd5ed9faea.jpg,
cb304a54-0615-47d2-965b-413ad1388dfe,project1-08-singap-s3,pictures/f574cc63-30e2-4ac7-a56a-4e8b3ff2399e.jpg,
2fb04551-91dd-4192-b0c9-00c842036b9f,project1-08-singap-s3,pictures/2f099061-70a9-4d2d-8bf0-62f8ab4d23df.jpg,
2d137133-f87e-456e-a3c4-1a9bec883f17,project1-08-singap-s3,pictures/6479de4f-5485-4137-8592-8f6121f5e429.jpg,
92b34642-39a4-45f2-b585-9d31d214549d,project1-08-singap-s3,pictures/29f03825-fb05-40e2-9213-035efd7e4d27.jpg,
27d77947-cce9-4947-a682-46e6dc8d23a3,project1-08-singap-s3,pictures/e4f1ca64-a015-42fb-b938-6ac0a21308be.jpg,
718ae055-3847-4a62-9960-2a5632aec752,project1-08-singap-s3,pictures/4b37d646-a1b3-41d8-a253-66062b36d014.jpg,
6b267d53-231e-4842-9880-0da0237dc572,project1-08-singap-s3,pictures/49296243-c199-4deb-9cdb-3321e6099204.jpg,
c2f9e048-66db-4cff-a998-a7526d12ad5f,project1-08-singap-s3,pictures/0cd0db20-fbd2-4770-ad14-f65087fb9e01.jpg,
e40d6303-30a4-494f-aa47-dd4a93fca906,project1-08-singap-s3,pictures/570a85ff-3810-48ab-9ec2-01579c01bd94.jpg,
cfad9cf1-b5b6-48ec-8386-da8ec4191afe,project1-08-singap-s3,pictures/ccbb5891-0a9a-42a1-bb49-aa099c8c5bc4.jpg,
62e81dfc-6427-4ff6-a478-5f392f39ef45,project1-08-singap-s3,pictures/4fceebb7-3f35-42cb-b234-4d427886b07b.jpg,
d2bce8db-0b1e-49a9-93d4-64c3f457730c,project1-08-singap-s3,pictures/6a277cc6-4ee4-4b96-a0c8-daa08e2f3b9c.heic,
21f0cb8e-3296-4d88-90fb-10419c503c2b,project1-08-singap-s3,pictures/00a89fab-f051-4c2f-b209-9c7ae19a1ca7.heic,
f82c877f-799b-4351-9fe2-454cf62e6a42,project1-08-singap-s3,pictures/77cdf113-a754-4c11-b2c0-2157d622f4d2.jpg,
e03d48e3-fc37-45a1-9b7c-c32147bcfbcf,project1-08-singap-s3,pictures/23250269-72d5-4bfe-9bf3-a31afb990d2c.jpg,
9d4e0d19-5df4-44a4-817c-482019c6607b,project1-08-singap-s3,pictures/46a2d96e-f4eb-4cd4-9c4f-5a2c5cc419bb.jpg,
3dbbdab5-3e62-4833-87ee-7e5735b9cf17,project1-08-singap-s3,pictures/2572917f-f464-45df-8e22-e9e25e805e00.jpg,
30d31b6e-75ec-4dc7-acc8-f5a8585815e6,project1-08-singap-s3,pictures/7efb60a0-8ed4-48f9-9c8d-4cb9d84c4c9f.jpg,
1963e1f3-82d5-40f7-8798-3cdd0ed709f2,project1-08-singap-s3,pictures/672f410e-a1c1-4c29-85a5-6b2257ace7ea.jpg,
cef139e5-49b0-4c44-bb98-c6571e356920,project1-08-singap-s3,pictures/124e24bd-e00c-47b8-be2a-5f8b394591d0.jpg,
b6b0df5b-a504-456a-b2fe-3a074ba2960a,project1-08-singap-s3,pictures/239726ed-4a21-4155-b604-f50c722ac7c3.jpg,
254254cc-6564-4f8c-b804-05c151ff4561,project1-08-singap-s3,pictures/0fd7bbb8-ba53-4a61-a24b-147c96c6bbb7.jpg,
5517ed87-90d9-4223-bb7a-730825107547,project1-08-singap-s3,pictures/6118c485-3d7e-45b4-80a0-76152d954fe5.jpg,
5ae0cc30-4c6b-4800-8fca-9a3e731566fd,project1-08-singap-s3,pictures/b0fc150e-ea43-469d-b9bf-274b0b51061c.jpg,
09f12be8-398a-4f85-b0c0-0912f296e6ef,project1-08-singap-s3,pictures/40fce23a-656c-431a-864a-3b214d4f57a9.jpg,
934d7961-58e3-4a89-a3d5-c07a22d27b27,project1-08-singap-s3,pictures/a7afeec0-51ef-4b3d-80a4-a9684c903e00.jpg,
4ecded1c-13ad-4591-8308-8f8dddebb6d0,project1-08-singap-s3,pictures/c63b7669-153c-4a87-9646-ead869cce5bb.heic,
