unique_id,tag
d49e4700-f357-47b7-8f03-a719d5083b62,시장
b6e068b6-c645-41a1-971f-9e766173247c,견과류
b6e068b6-c645-41a1-971f-9e766173247c,한약재
b6e068b6-c645-41a1-971f-9e766173247c,노점
b6e068b6-c645-41a1-971f-9e766173247c,건어물
b6e068b6-c645-41a1-971f-9e766173247c,포장
b6e068b6-c645-41a1-971f-9e766173247c,건강식품
b6e068b6-c645-41a1-971f-9e766173247c,시장
52993e29-44a0-4076-810e-bcef20aa95f0,견과류
52993e29-44a0-4076-810e-bcef20aa95f0,한약재
52993e29-44a0-4076-810e-bcef20aa95f0,건어물
52993e29-44a0-4076-810e-bcef20aa95f0,포장
52993e29-44a0-4076-810e-bcef20aa95f0,과일
52993e29-44a0-4076-810e-bcef20aa95f0,건강식품
52993e29-44a0-4076-810e-bcef20aa95f0,과자
52993e29-44a0-4076-810e-bcef20aa95f0,시장
49242a43-1eb3-427d-8580-384e7e4726bf,견과류
49242a43-1eb3-427d-8580-384e7e4726bf,한약재
49242a43-1eb3-427d-8580-384e7e4726bf,건어물
49242a43-1eb3-427d-8580-384e7e4726bf,포장
49242a43-1eb3-427d-8580-384e7e4726bf,과일
49242a43-1eb3-427d-8580-384e7e4726bf,과자
49242a43-1eb3-427d-8580-384e7e4726bf,시장
8419bf8e-a31f-4bf9-a1ab-bbff92c86ce8,한약재
8419bf8e-a31f-4bf9-a1ab-bbff92c86ce8,건어물
8419bf8e-a31f-4bf9-a1ab-bbff92c86ce8,곶감
8419bf8e-a31f-4bf9-a1ab-bbff92c86ce8,포장
8419bf8e-a31f-4bf9-a1ab-bbff92c86ce8,과일
8419bf8e-a31f-4bf9-a1ab-bbff92c86ce8,과자
8419bf8e-a31f-4bf9-a1ab-bbff92c86ce8,시장
80a17968-2b67-412e-97d4-39385d8ede07,한약재
80a17968-2b67-412e-97d4-39385d8ede07,건어물
80a17968-2b67-412e-97d4-39385d8ede07,곶감
80a17968-2b67-412e-97d4-39385d8ede07,포장
80a17968-2b67-412e-97d4-39385d8ede07,건강식품
80a17968-2b67-412e-97d4-39385d8ede07,과자
31d24621-d43a-4d17-90f5-93610ab1958c,견과류
31d24621-d43a-4d17-90f5-93610ab1958c,한약재
31d24621-d43a-4d17-90f5-93610ab1958c,건어물
31d24621-d43a-4d17-90f5-93610ab1958c,포장
31d24621-d43a-4d17-90f5-93610ab1958c,가래떡
31d24621-d43a-4d17-90f5-93610ab1958c,과자
31d24621-d43a-4d17-90f5-93610ab1958c,시장
ede7e165-1fd3-4fa1-aeef-98c5a7a37c3c,견과류
ede7e165-1fd3-4fa1-aeef-98c5a7a37c3c,건어물
ede7e165-1fd3-4fa1-aeef-98c5a7a37c3c,포장
ede7e165-1fd3-4fa1-aeef-98c5a7a37c3c,가래떡
ede7e165-1fd3-4fa1-aeef-98c5a7a37c3c,참깨
ede7e165-1fd3-4fa1-aeef-98c5a7a37c3c,건강식품
ede7e165-1fd3-4fa1-aeef-98c5a7a37c3c,과자
ede7e165-1fd3-4fa1-aeef-98c5a7a37c3c,게
ede7e165-1fd3-4fa1-aeef-98c5a7a37c3c,시장
9bf82b0d-c1c6-468a-b33d-638e15edb446,견과류
9bf82b0d-c1c6-468a-b33d-638e15edb446,노점
9bf82b0d-c1c6-468a-b33d-638e15edb446,곶감
9bf82b0d-c1c6-468a-b33d-638e15edb446,과일
9bf82b0d-c1c6-468a-b33d-638e15edb446,건강식품
9bf82b0d-c1c6-468a-b33d-638e15edb446,과자
9bf82b0d-c1c6-468a-b33d-638e15edb446,게
9bf82b0d-c1c6-468a-b33d-638e15edb446,시장
6049b275-58bf-4a63-9394-10705ec02e09,견과류
6049b275-58bf-4a63-9394-10705ec02e09,노점
6049b275-58bf-4a63-9394-10705ec02e09,건어물
6049b275-58bf-4a63-9394-10705ec02e09,과일
6049b275-58bf-4a63-9394-10705ec02e09,과자
6049b275-58bf-4a63-9394-10705ec02e09,시장
749a2993-7cd3-4ad9-84b1-88d50a07aaf2,과자
749a2993-7cd3-4ad9-84b1-88d50a07aaf2,과일
749a2993-7cd3-4ad9-84b1-88d50a07aaf2,견과류
749a2993-7cd3-4ad9-84b1-88d50a07aaf2,건어물
254e689e-05c2-4652-8b67-98070d2decbb,견과류
254e689e-05c2-4652-8b67-98070d2decbb,디저트
254e689e-05c2-4652-8b67-98070d2decbb,건어물
254e689e-05c2-4652-8b67-98070d2decbb,포장
254e689e-05c2-4652-8b67-98070d2decbb,과일
254e689e-05c2-4652-8b67-98070d2decbb,빵
254e689e-05c2-4652-8b67-98070d2decbb,과자
254e689e-05c2-4652-8b67-98070d2decbb,시장
c56a4c8a-326a-4afc-bd19-ef309feca4a4,포장
c56a4c8a-326a-4afc-bd19-ef309feca4a4,한약재
c56a4c8a-326a-4afc-bd19-ef309feca4a4,건어물
030d9abb-187c-4e09-9115-94954c22681b,포장
030d9abb-187c-4e09-9115-94954c22681b,한약재
030d9abb-187c-4e09-9115-94954c22681b,노점
df445bf8-4160-4389-8272-3d16b6c5a6f8,포장
df445bf8-4160-4389-8272-3d16b6c5a6f8,한약재
df445bf8-4160-4389-8272-3d16b6c5a6f8,노점
0b8c0f0f-dfa0-4e95-841e-cfc19b01eed8,포장
0b8c0f0f-dfa0-4e95-841e-cfc19b01eed8,콩
0b8c0f0f-dfa0-4e95-841e-cfc19b01eed8,노점
2734c91a-fdd9-432d-aaa6-beb8979fc5e3,포장
ef9a2cef-1bff-42fc-88a0-c2778aadb2d6,포장
8e8651b5-ad5a-4d4a-81f2-07713ada7d17,포장
15830f85-fb14-4ca8-815b-514e83a87632,포장
e3efd5cf-48b8-44a4-a178-57b2eff8c369,포장
66ba8737-0c93-4206-b24c-30833ed77dc9,포장
2275220f-3246-404d-823c-ef5b140fff21,포장
2275220f-3246-404d-823c-ef5b140fff21,빵
dc7ab853-31af-41d5-9aab-bcd69358f1e5,포장
dc7ab853-31af-41d5-9aab-bcd69358f1e5,빵
d75510b3-a23b-4567-b977-e8f26348f3fd,포장
d75510b3-a23b-4567-b977-e8f26348f3fd,빵
0021bb37-2ff3-4bc0-9f02-ab0f30dd5d60,빵
16fb274d-7e08-4703-9ae4-871d13d0d02e,빵
9c4d2a5b-f9b8-4440-868c-d41a581e5373,빵
9c4d2a5b-f9b8-4440-868c-d41a581e5373,노점
b52488cd-0892-4d68-a0c6-d0311c423069,디저트
b52488cd-0892-4d68-a0c6-d0311c423069,노점
b52488cd-0892-4d68-a0c6-d0311c423069,빵
3d08cf6c-bff3-4586-9a67-832952eb1afc,디저트
3d08cf6c-bff3-4586-9a67-832952eb1afc,노점
3d08cf6c-bff3-4586-9a67-832952eb1afc,빵
a0e31e0c-b32d-477c-afe3-4148aba0acf1,아이스크림
a0e31e0c-b32d-477c-afe3-4148aba0acf1,디저트
a0e31e0c-b32d-477c-afe3-4148aba0acf1,노점
381e6605-798c-4bb6-a708-4ec4148e7a0b,음료
381e6605-798c-4bb6-a708-4ec4148e7a0b,아이스크림
381e6605-798c-4bb6-a708-4ec4148e7a0b,노점
ada7845c-2de4-4094-9085-e01217c8a0a6,음료
ada7845c-2de4-4094-9085-e01217c8a0a6,노점
ada7845c-2de4-4094-9085-e01217c8a0a6,시장
7624505a-55e0-4acd-ada0-ed14c46c8480,좌석있음
7624505a-55e0-4acd-ada0-ed14c46c8480,음료
7624505a-55e0-4acd-ada0-ed14c46c8480,노점
7624505a-55e0-4acd-ada0-ed14c46c8480,시장
a2be74fd-cffe-46d2-b239-bce81f91e68d,좌석있음
a2be74fd-cffe-46d2-b239-bce81f91e68d,빵
a2be74fd-cffe-46d2-b239-bce81f91e68d,노점
a2be74fd-cffe-46d2-b239-bce81f91e68d,시장
03c641b7-ad61-429e-9ad8-2f56ad95885a,좌석있음
03c641b7-ad61-429e-9ad8-2f56ad95885a,노점
f2a31883-0cb9-44e3-84c2-76e4096b1769,좌석있음
87242a56-de7c-45f9-bf35-cd7d8259b690,좌석있음
87242a56-de7c-45f9-bf35-cd7d8259b690,순대
c14781d3-1799-4b0f-badf-67654ccbcff7,카페
c14781d3-1799-4b0f-badf-67654ccbcff7,커피
c14781d3-1799-4b0f-badf-67654ccbcff7,좌석있음
c14781d3-1799-4b0f-badf-67654ccbcff7,시장
5a00209f-47ac-422e-9aa1-100ab8738111,카페
5a00209f-47ac-422e-9aa1-100ab8738111,과일
5a00209f-47ac-422e-9aa1-100ab8738111,음료
5a00209f-47ac-422e-9aa1-100ab8738111,시장
e4f46f78-e5dc-4268-9f8e-6afde7ba10bc,과일
e4f46f78-e5dc-4268-9f8e-6afde7ba10bc,의류
e4f46f78-e5dc-4268-9f8e-6afde7ba10bc,음료
e4f46f78-e5dc-4268-9f8e-6afde7ba10bc,시장
535558fa-1b65-4aa7-83b0-68cec25c2a8d,과일
535558fa-1b65-4aa7-83b0-68cec25c2a8d,시장
fc52d629-cc57-4bda-b942-67dcf0a363ae,과일
fc52d629-cc57-4bda-b942-67dcf0a363ae,수박
fc52d629-cc57-4bda-b942-67dcf0a363ae,시장
f40a7bc4-c91e-42a7-a9e0-e0382d5bbf78,과일
f40a7bc4-c91e-42a7-a9e0-e0382d5bbf78,수박
f40a7bc4-c91e-42a7-a9e0-e0382d5bbf78,시장
6fcda3b5-c6b6-416d-af83-548e984efc30,포장
6fcda3b5-c6b6-416d-af83-548e984efc30,과일
6fcda3b5-c6b6-416d-af83-548e984efc30,시장
473fbde2-a540-41a1-9d32-62b21130332e,포장
473fbde2-a540-41a1-9d32-62b21130332e,시장
81180a03-86de-4cd6-8979-9697916a3f82,포장
81180a03-86de-4cd6-8979-9697916a3f82,떡
81180a03-86de-4cd6-8979-9697916a3f82,시장
77971ecc-d54b-4f15-9129-0202da22d197,포장
77971ecc-d54b-4f15-9129-0202da22d197,떡
77971ecc-d54b-4f15-9129-0202da22d197,시장
